6101
14.47	0.0
14.48	0.0
14.49	0.0
14.5	0.0
14.51	0.0
14.52	0.0
14.53	0.0
14.54	0.0
14.55	0.0
14.56	0.0
14.57	0.0
14.58	0.0
14.59	0.0
14.6	0.0
14.61	0.0
14.62	0.0
14.63	0.0
14.64	0.0
14.65	0.0
14.66	-0.1339873218536377
14.67	-0.1339873218536377
14.68	-0.277545166015625
14.69	-0.277545166015625
14.7	-0.277545166015625
14.71	-0.1339873218536377
14.72	-0.1339873218536377
14.73	0.0
14.74	0.0
14.75	0.0
14.76	0.0
14.77	0.0
14.78	0.0
14.79	0.1387725830078125
14.8	0.1387725830078125
14.81	0.0
14.82	0.0
14.83	0.0
14.84	0.0
14.85	0.0
14.86	0.0
14.87	0.0
14.88	0.0
14.89	0.0
14.9	0.1387725830078125
14.91	0.1387725830078125
14.92	0.1387725830078125
14.93	0.1387725830078125
14.94	0.0
14.95	0.0
14.96	0.0
14.97	-0.1339873218536377
14.98	-0.1339873218536377
14.99	-0.1339873218536377
15.0	-0.277545166015625
15.01	-0.277545166015625
15.02	-0.277545166015625
15.03	-0.277545166015625
15.04	-0.1339873218536377
15.05	-0.1339873218536377
15.06	0.0
15.07	0.0
15.08	0.0
15.09	0.1387725830078125
15.1	0.1387725830078125
15.11	0.28233041763305666
15.12	0.1387725830078125
15.13	0.1387725830078125
15.14	0.1387725830078125
15.15	0.0
15.16	0.0
15.17	0.0
15.18	0.0
15.19	0.0
15.2	0.0
15.21	-0.1339873218536377
15.22	-0.1339873218536377
15.23	-0.1339873218536377
15.24	-0.1339873218536377
15.25	0.0
15.26	0.0
15.27	0.0
15.28	0.1387725830078125
15.29	0.0
15.3	0.0
15.31	0.0
15.32	0.0
15.33	-0.1339873218536377
15.34	-0.1339873218536377
15.35	-0.1339873218536377
15.36	-0.1339873218536377
15.37	-0.1339873218536377
15.38	0.0
15.39	0.0
15.4	0.0
15.41	0.0
15.42	0.0
15.43	0.0
15.44	0.0
15.45	0.0
15.46	0.0
15.47	0.0
15.48	0.0
15.49	-0.1339873218536377
15.5	0.0
15.51	0.0
15.52	0.0
15.53	0.0
15.54	0.0
15.55	0.0
15.56	0.0
15.57	-0.1339873218536377
15.58	-0.1339873218536377
15.59	-0.1339873218536377
15.6	-0.1339873218536377
15.61	-0.1339873218536377
15.62	0.0
15.63	0.0
15.64	0.0
15.65	0.0
15.66	0.0
15.67	0.0
15.68	0.0
15.69	0.0
15.7	0.0
15.71	0.0
15.72	0.0
15.73	0.0
15.74	0.0
15.75	0.0
15.76	0.0
15.77	0.0
15.78	0.0
15.79	0.0
15.8	0.0
15.81	0.0
15.82	0.0
15.83	0.0
15.84	0.0
15.85	0.0
15.86	-0.1339873218536377
15.87	-0.1339873218536377
15.88	-0.1339873218536377
15.89	-0.1339873218536377
15.9	-0.1339873218536377
15.91	-0.1339873218536377
15.92	0.0
15.93	0.0
15.94	0.0
15.95	0.0
15.96	0.0
15.97	0.1387725830078125
15.98	0.1387725830078125
15.99	0.1387725830078125
16.0	0.0
16.01	0.0
16.02	0.0
16.03	0.0
16.04	0.0
16.05	0.0
16.06	0.0
16.07	0.0
16.08	0.0
16.09	0.0
16.1	-0.1339873218536377
16.11	0.0
16.12	0.0
16.13	0.0
16.14	0.0
16.15	0.0
16.16	0.0
16.17	0.0
16.18	0.0
16.19	0.0
16.2	0.0
16.21	0.0
16.22	0.0
16.23	0.0
16.24	0.1387725830078125
16.25	0.1387725830078125
16.26	0.1387725830078125
16.27	0.1387725830078125
16.28	0.0
16.29	0.0
16.3	0.0
16.31	0.0
16.32	0.0
16.33	0.1387725830078125
16.34	0.1387725830078125
16.35	0.1387725830078125
16.36	0.1387725830078125
16.37	0.0
16.38	0.0
16.39	0.0
16.4	-0.1339873218536377
16.41	-0.1339873218536377
16.42	-0.1339873218536377
16.43	0.0
16.44	0.0
16.45	0.0
16.46	0.0
16.47	0.0
16.48	-0.1339873218536377
16.49	0.0
16.5	0.0
16.51	0.0
16.52	0.0
16.53	0.0
16.54	0.1387725830078125
16.55	0.0
16.56	0.0
16.57	0.0
16.58	0.0
16.59	0.0
16.6	0.0
16.61	0.0
16.62	0.1387725830078125
16.63	0.1387725830078125
16.64	0.1387725830078125
16.65	0.0
16.66	0.0
16.67	-0.1339873218536377
16.68	-0.277545166015625
16.69	-0.277545166015625
16.7	-0.277545166015625
16.71	-0.1339873218536377
16.72	0.0
16.73	0.0
16.74	0.0
16.75	0.0
16.76	0.0
16.77	0.0
16.78	0.0
16.79	0.0
16.8	0.0
16.81	0.0
16.82	0.0
16.83	0.0
16.84	0.0
16.85	0.0
16.86	-0.1339873218536377
16.87	-0.1339873218536377
16.88	-0.1339873218536377
16.89	-0.1339873218536377
16.9	-0.1339873218536377
16.91	-0.1339873218536377
16.92	0.0
16.93	0.0
16.94	0.1387725830078125
16.95	0.28233041763305666
16.96	0.28233041763305666
16.97	0.1387725830078125
16.98	0.1387725830078125
16.99	0.0
17.0	0.0
17.01	0.0
17.02	-0.1339873218536377
17.03	-0.1339873218536377
17.04	-0.1339873218536377
17.05	-0.1339873218536377
17.06	0.0
17.07	0.0
17.08	0.0
17.09	0.0
17.1	0.0
17.11	0.1387725830078125
17.12	0.1387725830078125
17.13	0.1387725830078125
17.14	0.0
17.15	0.0
17.16	0.0
17.17	-0.1339873218536377
17.18	-0.1339873218536377
17.19	-0.1339873218536377
17.2	0.0
17.21	0.0
17.22	0.0
17.23	0.0
17.24	0.0
17.25	0.0
17.26	0.0
17.27	-0.1339873218536377
17.28	-0.1339873218536377
17.29	-0.1339873218536377
17.3	-0.1339873218536377
17.31	0.0
17.32	0.0
17.33	0.0
17.34	0.0
17.35	0.0
17.36	0.0
17.37	0.0
17.38	0.0
17.39	0.0
17.4	0.0
17.41	0.1387725830078125
17.42	0.1387725830078125
17.43	0.28233041763305666
17.44	0.1387725830078125
17.45	0.1387725830078125
17.46	0.0
17.47	0.0
17.48	0.0
17.49	0.0
17.5	0.0
17.51	0.0
17.52	0.0
17.53	0.0
17.54	0.0
17.55	0.0
17.56	0.0
17.57	0.0
17.58	0.0
17.59	0.0
17.6	0.0
17.61	0.0
17.62	0.0
17.63	0.0
17.64	0.0
17.65	0.0
17.66	0.0
17.67	0.0
17.68	0.0
17.69	-0.1339873218536377
17.7	-0.1339873218536377
17.71	-0.1339873218536377
17.72	-0.1339873218536377
17.73	0.0
17.74	0.0
17.75	0.0
17.76	0.0
17.77	0.0
17.78	0.0
17.79	0.0
17.8	0.0
17.81	0.0
17.82	0.0
17.83	0.0
17.84	0.0
17.85	0.0
17.86	0.0
17.87	0.0
17.88	-0.1339873218536377
17.89	-0.1339873218536377
17.9	-0.1339873218536377
17.91	0.0
17.92	0.0
17.93	0.1387725830078125
17.94	0.1387725830078125
17.95	0.1387725830078125
17.96	0.1387725830078125
17.97	0.0
17.98	0.0
17.99	0.0
18.0	0.0
18.01	0.0
18.02	0.0
18.03	0.0
18.04	0.1387725830078125
18.05	0.0
18.06	0.0
18.07	0.0
18.08	0.0
18.09	0.0
18.1	0.0
18.11	0.0
18.12	0.0
18.13	0.0
18.14	0.0
18.15	0.0
18.16	0.0
18.17	0.0
18.18	0.0
18.19	0.0
18.2	0.0
18.21	0.0
18.22	0.0
18.23	0.0
18.24	0.0
18.25	0.0
18.26	0.0
18.27	0.0
18.28	0.0
18.29	0.0
18.3	0.0
18.31	0.0
18.32	0.0
18.33	0.0
18.34	0.0
18.35	0.0
18.36	0.0
18.37	0.0
18.38	0.0
18.39	0.0
18.4	0.0
18.41	0.0
18.42	0.0
18.43	0.0
18.44	0.0
18.45	0.0
18.46	0.0
18.47	0.0
18.48	0.0
18.49	0.0
18.5	0.0
18.51	0.0
18.52	0.0
18.53	0.0
18.54	0.0
18.55	0.0
18.56	0.0
18.57	0.0
18.58	0.0
18.59	0.0
18.6	0.0
18.61	0.0
18.62	0.0
18.63	0.0
18.64	0.0
18.65	0.0
18.66	0.0
18.67	0.0
18.68	0.0
18.69	0.0
18.7	0.0
18.71	0.0
18.72	0.0
18.73	0.0
18.74	0.0
18.75	0.0
18.76	-0.1339873218536377
18.77	-0.1339873218536377
18.78	-0.277545166015625
18.79	-0.277545166015625
18.8	-0.277545166015625
18.81	-0.277545166015625
18.82	-0.1339873218536377
18.83	-0.1339873218536377
18.84	0.0
18.85	0.0
18.86	0.0
18.87	0.0
18.88	0.0
18.89	0.0
18.9	0.0
18.91	0.0
18.92	-0.1339873218536377
18.93	-0.277545166015625
18.94	-0.277545166015625
18.95	-0.277545166015625
18.96	-0.277545166015625
18.97	-0.277545166015625
18.98	-0.1339873218536377
18.99	-0.1339873218536377
19.0	0.0
19.01	0.0
19.02	0.0
19.03	0.0
19.04	0.0
19.05	0.0
19.06	0.0
19.07	0.0
19.08	0.0
19.09	0.0
19.1	0.0
19.11	0.0
19.12	0.0
19.13	0.0
19.14	0.0
19.15	0.0
19.16	0.0
19.17	0.0
19.18	0.1387725830078125
19.19	0.1387725830078125
19.2	0.0
19.21	0.0
19.22	0.0
19.23	0.0
19.24	0.0
19.25	0.0
19.26	0.0
19.27	0.0
19.28	0.0
19.29	0.0
19.3	0.0
19.31	0.0
19.32	0.0
19.33	0.0
19.34	0.0
19.35	0.0
19.36	0.0
19.37	0.0
19.38	0.0
19.39	0.0
19.4	0.0
19.41	0.0
19.42	0.0
19.43	0.0
19.44	0.0
19.45	0.0
19.46	0.0
19.47	0.0
19.48	0.0
19.49	0.0
19.5	0.0
19.51	0.0
19.52	0.0
19.53	0.0
19.54	0.0
19.55	0.0
19.56	0.0
19.57	0.0
19.58	0.0
19.59	0.0
19.6	-0.1339873218536377
19.61	-0.1339873218536377
19.62	-0.1339873218536377
19.63	0.0
19.64	0.0
19.65	0.0
19.66	0.0
19.67	0.0
19.68	0.0
19.69	0.0
19.7	0.0
19.71	0.0
19.72	0.0
19.73	0.0
19.74	0.0
19.75	0.0
19.76	0.0
19.77	0.0
19.78	0.0
19.79	0.0
19.8	0.0
19.81	0.0
19.82	0.0
19.83	0.0
19.84	0.0
19.85	0.0
19.86	0.0
19.87	0.0
19.88	0.0
19.89	0.0
19.9	0.0
19.91	0.0
19.92	0.0
19.93	0.0
19.94	0.0
19.95	0.0
19.96	0.0
19.97	0.0
19.98	0.0
19.99	0.0
20.0	0.0
20.01	0.0
20.02	0.0
20.03	0.0
20.04	0.0
20.05	0.0
20.06	0.0
20.07	0.0
20.08	0.0
20.09	0.0
20.1	0.0
20.11	0.0
20.12	0.0
20.13	0.0
20.14	0.0
20.15	0.0
20.16	0.0
20.17	0.0
20.18	0.0
20.19	0.0
20.2	0.0
20.21	0.0
20.22	0.0
20.23	0.0
20.24	0.0
20.25	0.0
20.26	0.0
20.27	0.0
20.28	0.0
20.29	-0.1339873218536377
20.3	0.0
20.31	0.0
20.32	0.0
20.33	0.0
20.34	0.0
20.35	0.0
20.36	0.0
20.37	0.0
20.38	0.0
20.39	0.0
20.4	0.0
20.41	0.0
20.42	0.0
20.43	0.0
20.44	0.0
20.45	0.0
20.46	0.0
20.47	0.0
20.48	0.0
20.49	0.0
20.5	0.0
20.51	0.0
20.52	0.0
20.53	0.0
20.54	0.0
20.55	0.0
20.56	0.0
20.57	0.0
20.58	0.0
20.59	0.0
20.6	0.0
20.61	0.0
20.62	0.0
20.63	0.0
20.64	-0.1339873218536377
20.65	-0.1339873218536377
20.66	0.0
20.67	0.0
20.68	0.0
20.69	0.0
20.7	0.0
20.71	0.0
20.72	0.0
20.73	0.0
20.74	0.0
20.75	0.0
20.76	0.0
20.77	0.0
20.78	0.0
20.79	0.0
20.8	0.0
20.81	0.0
20.82	0.0
20.83	0.0
20.84	0.0
20.85	0.0
20.86	0.0
20.87	0.0
20.88	0.0
20.89	0.0
20.9	0.0
20.91	0.0
20.92	0.0
20.93	0.0
20.94	0.0
20.95	0.0
20.96	0.0
20.97	0.0
20.98	0.0
20.99	0.0
21.0	0.0
21.01	0.0
21.02	0.0
21.03	0.0
21.04	0.0
21.05	0.0
21.06	0.0
21.07	0.0
21.08	0.0
21.09	0.1387725830078125
21.1	0.1387725830078125
21.11	0.1387725830078125
21.12	0.0
21.13	0.0
21.14	0.0
21.15	0.0
21.16	-0.1339873218536377
21.17	-0.1339873218536377
21.18	-0.1339873218536377
21.19	-0.1339873218536377
21.2	0.0
21.21	0.0
21.22	0.0
21.23	0.0
21.24	0.0
21.25	0.0
21.26	0.0
21.27	0.0
21.28	0.0
21.29	0.0
21.3	0.0
21.31	0.0
21.32	0.0
21.33	0.0
21.34	0.0
21.35	0.0
21.36	0.0
21.37	0.0
21.38	0.0
21.39	0.0
21.4	0.0
21.41	0.0
21.42	0.0
21.43	0.0
21.44	0.0
21.45	0.0
21.46	0.0
21.47	0.0
21.48	0.0
21.49	0.0
21.5	0.0
21.51	0.0
21.52	0.0
21.53	0.0
21.54	0.0
21.55	0.0
21.56	0.0
21.57	0.0
21.58	0.0
21.59	0.0
21.6	0.0
21.61	0.0
21.62	0.0
21.63	0.0
21.64	0.0
21.65	0.0
21.66	0.0
21.67	0.0
21.68	0.0
21.69	0.0
21.7	0.1387725830078125
21.71	0.1387725830078125
21.72	0.28233041763305666
21.73	0.28233041763305666
21.74	0.1387725830078125
21.75	0.1387725830078125
21.76	0.1387725830078125
21.77	0.0
21.78	0.0
21.79	0.0
21.8	0.0
21.81	0.0
21.82	0.0
21.83	0.0
21.84	0.0
21.85	0.0
21.86	0.0
21.87	0.0
21.88	0.0
21.89	0.0
21.9	0.0
21.91	0.0
21.92	0.0
21.93	0.0
21.94	0.28233041763305666
21.95	0.4258882522583008
21.96	0.7130039215087891
21.97	0.7130039215087891
21.98	0.5694461059570313
21.99	0.4258882522583008
22.0	0.1387725830078125
22.01	0.0
22.02	0.0
22.03	0.0
22.04	0.0
22.05	0.1387725830078125
22.06	0.0
22.07	0.0
22.08	-0.1339873218536377
22.09	-0.277545166015625
22.1	-0.4211030197143555
22.11	-0.4211030197143555
22.12	-0.4211030197143555
22.13	-0.4211030197143555
22.14	-0.4211030197143555
22.15	-0.5646608352661133
22.16	-0.7082186889648437
22.17	-1.1388922119140625
22.18	-1.4260078430175782
22.19	-1.7083383178710938
22.2	-1.8518962097167968
22.21	-1.7083383178710938
22.22	-1.4260078430175782
22.23	-0.8517765045166016
22.24	-0.277545166015625
22.25	0.1387725830078125
22.26	0.4258882522583008
22.27	0.5694461059570313
22.28	0.4258882522583008
22.29	0.1387725830078125
22.3	0.0
22.31	-0.1339873218536377
22.32	0.0
22.33	0.1387725830078125
22.34	0.4258882522583008
22.35	0.7130039215087891
22.36	0.7130039215087891
22.37	0.5694461059570313
22.38	0.28233041763305666
22.39	0.0
22.4	-0.277545166015625
22.41	-0.5646608352661133
22.42	-0.5646608352661133
22.43	-0.4211030197143555
22.44	-0.277545166015625
22.45	-0.1339873218536377
22.46	0.0
22.47	0.0
22.48	0.0
22.49	0.1387725830078125
22.5	0.28233041763305666
22.51	0.28233041763305666
22.52	0.1387725830078125
22.53	0.0
22.54	-0.1339873218536377
22.55	-0.277545166015625
22.56	-0.1339873218536377
22.57	0.0
22.58	0.28233041763305666
22.59	0.5694461059570313
22.6	0.8565618133544922
22.61	0.8565618133544922
22.62	0.8565618133544922
22.63	0.7130039215087891
22.64	0.5694461059570313
22.65	0.4258882522583008
22.66	0.28233041763305666
22.67	0.1387725830078125
22.68	0.0
22.69	0.0
22.7	-0.1339873218536377
22.71	-0.1339873218536377
22.72	-0.277545166015625
22.73	-0.277545166015625
22.74	-0.277545166015625
22.75	-0.277545166015625
22.76	-0.4211030197143555
22.77	-0.5646608352661133
22.78	-0.7082186889648437
22.79	-0.9953343963623047
22.8	-0.9953343963623047
22.81	-0.9953343963623047
22.82	-0.7082186889648437
22.83	-0.277545166015625
22.84	0.1387725830078125
22.85	0.4258882522583008
22.86	0.5694461059570313
22.87	0.4258882522583008
22.88	0.28233041763305666
22.89	0.0
22.9	0.0
22.91	0.0
22.92	0.0
22.93	0.1387725830078125
22.94	0.1387725830078125
22.95	0.1387725830078125
22.96	0.0
22.97	0.0
22.98	-0.277545166015625
22.99	-0.5646608352661133
23.0	-0.7082186889648437
23.01	-0.9953343963623047
23.02	-1.1388922119140625
23.03	-0.9953343963623047
23.04	-0.5646608352661133
23.05	0.0
23.06	0.5694461059570313
23.07	1.1436774444580078
23.08	1.2872352600097656
23.09	1.00011962890625
23.1	0.28233041763305666
23.11	-0.277545166015625
23.12	-0.9953343963623047
23.13	-1.2824501037597655
23.14	-1.2824501037597655
23.15	-0.8517765045166016
23.16	-0.1339873218536377
23.17	0.4258882522583008
23.18	1.00011962890625
23.19	1.1436774444580078
23.2	1.1436774444580078
23.21	0.7130039215087891
23.22	0.28233041763305666
23.23	-0.1339873218536377
23.24	-0.7082186889648437
23.25	-0.9953343963623047
23.26	-1.1388922119140625
23.27	-1.1388922119140625
23.28	-0.8517765045166016
23.29	-0.5646608352661133
23.3	-0.1339873218536377
23.31	0.0
23.32	0.28233041763305666
23.33	0.4258882522583008
23.34	0.5694461059570313
23.35	0.5694461059570313
23.36	0.4258882522583008
23.37	0.28233041763305666
23.38	0.0
23.39	-0.1339873218536377
23.4	-0.5646608352661133
23.41	-0.7082186889648437
23.42	-0.8517765045166016
23.43	-0.7082186889648437
23.44	-0.5646608352661133
23.45	-0.277545166015625
23.46	0.0
23.47	0.28233041763305666
23.48	0.5694461059570313
23.49	0.7130039215087891
23.5	0.8565618133544922
23.51	0.7130039215087891
23.52	0.4258882522583008
23.53	0.0
23.54	-0.4211030197143555
23.55	-0.8517765045166016
23.56	-1.1388922119140625
23.57	-1.1388922119140625
23.58	-0.8517765045166016
23.59	-0.5646608352661133
23.6	-0.1339873218536377
23.61	0.0
23.62	0.0
23.63	0.0
23.64	0.0
23.65	0.0
23.66	0.0
23.67	0.0
23.68	0.0
23.69	-0.1339873218536377
23.7	-0.1339873218536377
23.71	-0.1339873218536377
23.72	-0.1339873218536377
23.73	0.0
23.74	0.0
23.75	0.28233041763305666
23.76	0.4258882522583008
23.77	0.4258882522583008
23.78	0.28233041763305666
23.79	0.1387725830078125
23.8	0.0
23.81	0.0
23.82	0.0
23.83	0.0
23.84	0.0
23.85	0.0
23.86	-0.277545166015625
23.87	-0.4211030197143555
23.88	-0.5646608352661133
23.89	-0.5646608352661133
23.9	-0.277545166015625
23.91	0.0
23.92	0.4258882522583008
23.93	0.7130039215087891
23.94	0.7130039215087891
23.95	0.28233041763305666
23.96	-0.277545166015625
23.97	-0.8517765045166016
23.98	-1.1388922119140625
23.99	-1.1388922119140625
24.0	-0.7082186889648437
24.01	-0.1339873218536377
24.02	0.1387725830078125
24.03	0.4258882522583008
24.04	0.5694461059570313
24.05	0.7130039215087891
24.06	0.7130039215087891
24.07	0.8565618133544922
24.08	0.7130039215087891
24.09	0.5694461059570313
24.1	0.1387725830078125
24.11	-0.277545166015625
24.12	-0.5646608352661133
24.13	-0.7082186889648437
24.14	-0.5646608352661133
24.15	0.0
24.16	0.4258882522583008
24.17	0.7130039215087891
24.18	0.7130039215087891
24.19	0.28233041763305666
24.2	-0.1339873218536377
24.21	-0.7082186889648437
24.22	-1.1388922119140625
24.23	-1.2824501037597655
24.24	-0.9953343963623047
24.25	-0.7082186889648437
24.26	-0.4211030197143555
24.27	-0.1339873218536377
24.28	0.0
24.29	0.1387725830078125
24.3	0.28233041763305666
24.31	0.5694461059570313
24.32	0.8565618133544922
24.33	0.8565618133544922
24.34	0.8565618133544922
24.35	0.5694461059570313
24.36	0.1387725830078125
24.37	-0.1339873218536377
24.38	-0.5646608352661133
24.39	-0.7082186889648437
24.4	-0.7082186889648437
24.41	-0.7082186889648437
24.42	-0.4211030197143555
24.43	-0.277545166015625
24.44	-0.277545166015625
24.45	-0.1339873218536377
24.46	0.0
24.47	0.1387725830078125
24.48	0.28233041763305666
24.49	0.4258882522583008
24.5	0.5694461059570313
24.51	0.7130039215087891
24.52	0.7130039215087891
24.53	0.7130039215087891
24.54	0.4258882522583008
24.55	0.0
24.56	-0.4211030197143555
24.57	-0.9953343963623047
24.58	-1.4260078430175782
24.59	-1.4260078430175782
24.6	-1.2824501037597655
24.61	-0.7082186889648437
24.62	0.0
24.63	0.5694461059570313
24.64	1.00011962890625
24.65	1.00011962890625
24.66	0.8565618133544922
24.67	0.4258882522583008
24.68	0.0
24.69	-0.5646608352661133
24.7	-0.8517765045166016
24.71	-1.1388922119140625
24.72	-0.9953343963623047
24.73	-0.8517765045166016
24.74	-0.4211030197143555
24.75	0.0
24.76	0.28233041763305666
24.77	0.5694461059570313
24.78	0.8565618133544922
24.79	0.8565618133544922
24.8	0.8565618133544922
24.81	0.8565618133544922
24.82	0.7130039215087891
24.83	0.4258882522583008
24.84	0.1387725830078125
24.85	-0.1339873218536377
24.86	-0.5646608352661133
24.87	-0.8517765045166016
24.88	-0.8517765045166016
24.89	-0.8517765045166016
24.9	-0.7082186889648437
24.91	-0.5646608352661133
24.92	-0.4211030197143555
24.93	-0.4211030197143555
24.94	-0.277545166015625
24.95	-0.1339873218536377
24.96	0.0
24.97	0.0
24.98	0.1387725830078125
24.99	0.0
25.0	0.0
25.01	-0.1339873218536377
25.02	-0.1339873218536377
25.03	0.0
25.04	0.28233041763305666
25.05	0.5694461059570313
25.06	0.7130039215087891
25.07	0.7130039215087891
25.08	0.5694461059570313
25.09	0.4258882522583008
25.1	0.28233041763305666
25.11	0.4258882522583008
25.12	0.7130039215087891
25.13	0.8565618133544922
25.14	0.7130039215087891
25.15	0.28233041763305666
25.16	-0.1339873218536377
25.17	-0.7082186889648437
25.18	-0.9953343963623047
25.19	-1.1388922119140625
25.2	-0.9953343963623047
25.21	-0.5646608352661133
25.22	-0.277545166015625
25.23	-0.1339873218536377
25.24	-0.277545166015625
25.25	-0.5646608352661133
25.26	-0.7082186889648437
25.27	-0.7082186889648437
25.28	-0.5646608352661133
25.29	-0.277545166015625
25.3	0.0
25.31	0.0
25.32	0.1387725830078125
25.33	0.0
25.34	0.0
25.35	0.0
25.36	0.0
25.37	0.0
25.38	0.0
25.39	-0.277545166015625
25.4	-0.5646608352661133
25.41	-0.8517765045166016
25.42	-0.8517765045166016
25.43	-0.7082186889648437
25.44	-0.1339873218536377
25.45	0.28233041763305666
25.46	0.8565618133544922
25.47	1.1436774444580078
25.48	1.1436774444580078
25.49	0.8565618133544922
25.5	0.4258882522583008
25.51	0.0
25.52	-0.277545166015625
25.53	-0.4211030197143555
25.54	-0.4211030197143555
25.55	-0.1339873218536377
25.56	0.0
25.57	0.1387725830078125
25.58	0.1387725830078125
25.59	0.1387725830078125
25.6	0.0
25.61	0.0
25.62	0.0
25.63	0.28233041763305666
25.64	0.8565618133544922
25.65	1.2872352600097656
25.66	1.5695657348632812
25.67	1.4307931518554688
25.68	1.00011962890625
25.69	0.1387725830078125
25.7	-0.4211030197143555
25.71	-1.1388922119140625
25.72	-1.4260078430175782
25.73	-1.4260078430175782
25.74	-1.2824501037597655
25.75	-0.9953343963623047
25.76	-0.7082186889648437
25.77	-0.277545166015625
25.78	0.0
25.79	0.4258882522583008
25.8	0.8565618133544922
25.81	1.1436774444580078
25.82	1.2872352600097656
25.83	1.00011962890625
25.84	0.28233041763305666
25.85	-0.4211030197143555
25.86	-1.1388922119140625
25.87	-1.5647804260253906
25.88	-1.7083383178710938
25.89	-1.4260078430175782
25.9	-0.9953343963623047
25.91	-0.4211030197143555
25.92	0.0
25.93	0.4258882522583008
25.94	0.8565618133544922
25.95	1.00011962890625
25.96	0.8565618133544922
25.97	0.5694461059570313
25.98	0.0
25.99	-0.5646608352661133
26.0	-0.9953343963623047
26.01	-1.2824501037597655
26.02	-1.1388922119140625
26.03	-0.7082186889648437
26.04	-0.1339873218536377
26.05	0.0
26.06	0.1387725830078125
26.07	0.1387725830078125
26.08	0.0
26.09	0.1387725830078125
26.1	0.4258882522583008
26.11	0.7130039215087891
26.12	0.8565618133544922
26.13	0.7130039215087891
26.14	0.28233041763305666
26.15	-0.277545166015625
26.16	-0.9953343963623047
26.17	-1.4260078430175782
26.18	-1.4260078430175782
26.19	-0.9953343963623047
26.2	-0.277545166015625
26.21	0.28233041763305666
26.22	0.7130039215087891
26.23	0.8565618133544922
26.24	0.5694461059570313
26.25	0.1387725830078125
26.26	0.0
26.27	-0.277545166015625
26.28	-0.1339873218536377
26.29	0.1387725830078125
26.3	0.7130039215087891
26.31	1.1436774444580078
26.32	1.2872352600097656
26.33	1.00011962890625
26.34	0.4258882522583008
26.35	-0.1339873218536377
26.36	-0.7082186889648437
26.37	-0.9953343963623047
26.38	-1.1388922119140625
26.39	-0.9953343963623047
26.4	-0.7082186889648437
26.41	-0.277545166015625
26.42	0.0
26.43	0.0
26.44	0.0
26.45	0.0
26.46	-0.1339873218536377
26.47	-0.277545166015625
26.48	-0.4211030197143555
26.49	-0.5646608352661133
26.5	-0.4211030197143555
26.51	-0.4211030197143555
26.52	-0.1339873218536377
26.53	0.0
26.54	0.28233041763305666
26.55	0.5694461059570313
26.56	0.5694461059570313
26.57	0.5694461059570313
26.58	0.28233041763305666
26.59	0.0
26.6	-0.1339873218536377
26.61	-0.277545166015625
26.62	-0.4211030197143555
26.63	-0.4211030197143555
26.64	-0.4211030197143555
26.65	-0.277545166015625
26.66	-0.277545166015625
26.67	-0.277545166015625
26.68	-0.1339873218536377
26.69	0.0
26.7	0.1387725830078125
26.71	0.4258882522583008
26.72	0.4258882522583008
26.73	0.28233041763305666
26.74	0.0
26.75	-0.4211030197143555
26.76	-0.5646608352661133
26.77	-0.5646608352661133
26.78	-0.277545166015625
26.79	0.1387725830078125
26.8	0.7130039215087891
26.81	1.00011962890625
26.82	1.1436774444580078
26.83	1.1436774444580078
26.84	1.00011962890625
26.85	0.7130039215087891
26.86	0.28233041763305666
26.87	0.0
26.88	-0.4211030197143555
26.89	-0.8517765045166016
26.9	-1.1388922119140625
26.91	-1.2824501037597655
26.92	-1.1388922119140625
26.93	-0.7082186889648437
26.94	-0.1339873218536377
26.95	0.28233041763305666
26.96	0.5694461059570313
26.97	0.7130039215087891
26.98	0.4258882522583008
26.99	0.0
27.0	-0.5646608352661133
27.01	-1.2824501037597655
27.02	-1.5647804260253906
27.03	-1.5647804260253906
27.04	-0.9953343963623047
27.05	-0.1339873218536377
27.06	0.5694461059570313
27.07	1.1436774444580078
27.08	1.2872352600097656
27.09	0.7130039215087891
27.1	-0.1339873218536377
27.11	-1.2824501037597655
27.12	-2.2825697326660155
27.13	-2.713243103027344
27.14	-2.569685363769531
27.15	-1.8518962097167968
27.16	-0.4211030197143555
27.17	1.00011962890625
27.18	2.4309127807617186
27.19	3.2874746704101563
27.2	3.574590148925781
27.21	3.00514404296875
27.22	1.7131236267089844
27.23	0.0
27.24	-1.5647804260253906
27.25	-2.8568011474609376
27.26	-3.282689208984375
27.27	-2.8568011474609376
27.28	-1.5647804260253906
27.29	0.0
27.3	1.856681365966797
27.31	3.2874746704101563
27.32	4.148821716308594
27.33	4.148821716308594
27.34	3.718148193359375
27.35	2.718028564453125
27.36	1.5695657348632812
27.37	0.4258882522583008
27.38	-0.277545166015625
27.39	-0.9953343963623047
27.4	-1.5647804260253906
27.41	-1.7083383178710938
27.42	-1.4260078430175782
27.43	-0.8517765045166016
27.44	-0.1339873218536377
27.45	0.4258882522583008
27.46	0.8565618133544922
27.47	0.8565618133544922
27.48	0.5694461059570313
27.49	0.0
27.5	-0.4211030197143555
27.51	-0.9953343963623047
27.52	-1.4260078430175782
27.53	-1.5647804260253906
27.54	-1.5647804260253906
27.55	-1.4260078430175782
27.56	-1.2824501037597655
27.57	-1.1388922119140625
27.58	-0.9953343963623047
27.59	-0.8517765045166016
27.6	-0.8517765045166016
27.61	-0.8517765045166016
27.62	-0.8517765045166016
